Tên trang sức	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	Phòng ngự (Nội, ngoại)	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Đánh giá đẳng cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31178	10	10000	0	100						31987	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31179	10	10000	0	100						31988	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31180	10	10000	0	100						31989	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31181	10	10000	0	100						31990	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31182	10	10000	0	100						31991	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31183	10	10000	0	100						31992	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31184	10	10000	0	100						31993	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31185	10	10000	0	100						31994	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31186	10	10000	0	100						31995	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31187	10	10000	0	100						31996	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31188	10	10000	0	100						31997	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31189	10	10000	0	100						31998	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31190	10	10000	0	100						31999	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Thanh Long Tướng Quân Lệnh Phù	0	102	31191	10	10000	0	100						32000	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 5,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31192	10	10000	0	100						32001	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31193	10	10000	0	100						32002	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31194	10	10000	0	100						32003	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31195	10	10000	0	100						32004	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31196	10	10000	0	100						32005	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31197	10	10000	0	100						32006	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31198	10	10000	0	100						32007	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31199	10	10000	0	100						32008	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31200	10	10000	0	100						32009	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31201	10	10000	0	100						32010	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31202	10	10000	0	100						32011	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31203	10	10000	0	100						32012	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31204	10	10000	0	100						32013	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31205	10	10000	0	100						32014	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31206	10	10000	0	100						32015	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31207	10	10000	0	100						32016	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31208	10	10000	0	100						32017	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31209	10	10000	0	100						32018	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31210	10	10000	0	100						32019	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Thanh Long Nguyên Soái Hiệu Phù	0	102	31211	10	10000	0	100						32020	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31212	10	10000	0	100						32001	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31213	10	10000	0	100						32002	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31214	10	10000	0	100						32003	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31215	10	10000	0	100						32004	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31216	10	10000	0	100						32005	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31217	10	10000	0	100						32006	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31218	10	10000	0	100						32007	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31219	10	10000	0	100						32008	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31220	10	10000	0	100						32009	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31221	10	10000	0	100						32010	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31222	10	10000	0	100						32011	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31223	10	10000	0	100						32012	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Thanh Long Nguyên Soái Hổ Phù	0	102	31224	10	10000	0	100						32013	790			Tân thủ không thể dùng	\image\item\ring\ầàÁỳằÂãỷ_a1.spr	\image\item\ring\ầàÁỳằÂãỷ_a0.spr	"Tứ Linh Thần-Thanh Long ban cho Trang Sức <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 9,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
