Tên Mão	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	(Ngoại, nội) phòng	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch(0 được,1 không được,2 chỉ có thể bán ở tiệm,3 chỉ có thể bán)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Linh Đồ Mão	0	103	30238	30	100000	0	100	20;20					31264	790	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_025a1.spr	\image\item\cap\f1_hd_025a0.spr	Võ lâm môn đồ, tu luyện thần công. Uy trấn giang hồ, tứ linh hộ động.	ẵ¿éĂÅđÁộÍẵÍã	Đã khóa		10;10	4	1		0		4	24	26	12
Tạm thời bảo lưu	0	103	30239																														
Tạm thời bảo lưu	0	103	30240																														
Tạm thời bảo lưu	0	103	30241																														
Tạm thời bảo lưu	0	103	30242																														
Tạm thời bảo lưu	0	103	30243																														
Tạm thời bảo lưu	0	103	30244																														
Tạm thời bảo lưu	0	103	30245																														
Tạm thời bảo lưu	0	103	30246																														
Hào Hiệp Đầu	0	103	30247	30	40000	0	200	25;17					31299	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	2	0					
Hào Hiệp Đầu	0	103	30248	30	40000	0	200	25;17					31300	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	2	0					
Hào Hiệp Đầu	0	103	30249	30	40000	0	200	25;17					31303	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	3	0					
Hào Hiệp Đầu	0	103	30250	30	40000	0	200	25;17					31304	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	3	0					
Hào Hiệp Đầu	0	103	30251	30	40000	0	200	17;25					31301	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	4	0					
Hào Hiệp Đầu	0	103	30252	30	40000	0	200	17;25					31302	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	4	0					
Hào Hiệp Đầu	0	103	30253	30	40000	0	200	23;23					31305	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	6	0					
Hào Hiệp Đầu	0	103	30254	30	40000	0	200	23;23					31306	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	6	0					
Hào Hiệp Đầu	0	103	30255	30	40000	0	200	23;23					31307	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	6	0					
Hào Hiệp Đầu	0	103	30256	30	40000	0	200	23;23					31308	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	6	0					
Hào Hiệp Đầu	0	103	30257	30	40000	0	200	17;25					31309	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	8	0					
Hào Hiệp Đầu	0	103	30258	30	40000	0	200	17;25					31310	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	8	0					
Hào Hiệp Đầu	0	103	30259	30	40000	0	200	23;23					31311	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	9	0					
Hào Hiệp Đầu	0	103	30260	30	40000	0	200	23;23					31312	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	9	0					
Hào Hiệp Đầu	0	103	30261	30	40000	0	200	25;17					31313	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	11	0					
Hào Hiệp Đầu	0	103	30262	30	40000	0	200	25;17					31314	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	11	0					
Hào Hiệp Đầu	0	103	30263	30	40000	0	200	25;17					31315	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	11	0					
Hào Hiệp Đầu	0	103	30264	30	40000	0	200	25;17					31316	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	11	0					
Hào Hiệp Đầu	0	103	30265	30	40000	0	200	23;23					31317	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	12	0					
Hào Hiệp Đầu	0	103	30266	30	40000	0	200	23;23					31318	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	12	0					
Hào Hiệp Đầu	0	103	30267	30	40000	0	200	23;23					31319	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	12	0					
Hào Hiệp Đầu	0	103	30268	30	40000	0	200	23;23					31320	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	12	0					
Hào Hiệp Đầu	0	103	30269	30	40000	0	200	17;25					31321	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	14	0					
Hào Hiệp Đầu	0	103	30270	30	40000	0	200	17;25					31322	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	14	0					
Hào Hiệp Đầu	0	103	30271	30	40000	0	200	17;25					31323	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	14	0					
Hào Hiệp Đầu	0	103	30272	30	40000	0	200	17;25					31324	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	14	0					
Hào Hiệp Đầu	0	103	30273	30	40000	0	200	17;25					31325	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	15	0					
Hào Hiệp Đầu	0	103	30274	30	40000	0	200	17;25					31326	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	15	0					
Hào Hiệp Đầu	0	103	30275	30	40000	0	200	17;25					31327	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	15	0					
Hào Hiệp Đầu	0	103	30276	30	40000	0	200	17;25					31328	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	15	0					
Hào Hiệp Đầu	0	103	30277	30	40000	0	200	23;23					31329	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	17	0					
Hào Hiệp Đầu	0	103	30278	30	40000	0	200	23;23					31330	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	17	0					
Hào Hiệp Đầu	0	103	30279	30	40000	0	200	23;23					31331	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	17	0					
Hào Hiệp Đầu	0	103	30280	30	40000	0	200	23;23					31332	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	17	0					
Hào Hiệp Đầu	0	103	30281	30	40000	0	200	17;25					31333	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	18	0					
Hào Hiệp Đầu	0	103	30282	30	40000	0	200	17;25					31334	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	18	0					
Hào Hiệp Đầu	0	103	30283	30	40000	0	200	17;25					31335	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	18	0					
Hào Hiệp Đầu	0	103	30284	30	40000	0	200	17;25					31336	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	18	0					
Hào Hiệp Đầu	0	103	30285	30	40000	0	200	23;23					31337	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	20	0					
Hào Hiệp Đầu	0	103	30286	30	40000	0	200	23;23					31338	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	20	0					
Hào Hiệp Đầu	0	103	30287	30	40000	0	200	23;23					31339	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	20	0					
Hào Hiệp Đầu	0	103	30288	30	40000	0	200	23;23					31340	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	20	0					
Hào Hiệp Đầu	0	103	30289	30	40000	0	200	17;25					31341	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	21	0					
Hào Hiệp Đầu	0	103	30290	30	40000	0	200	17;25					31342	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	21	0					
Hào Hiệp Đầu	0	103	30291	30	40000	0	200	17;25					31343	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	21	0					
Hào Hiệp Đầu	0	103	30292	30	40000	0	200	17;25					31344	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	21	0					
Hào Hiệp Đầu	0	103	30293	30	40000	0	200	17;25					31345	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	23	0					
Hào Hiệp Đầu	0	103	30294	30	40000	0	200	17;25					31346	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	23	0					
Hào Hiệp Đầu	0	103	30295	30	40000	0	200	25;17					31347	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	25	0					
Hào Hiệp Đầu	0	103	30296	30	40000	0	200	25;17					31348	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	25	0					
Hào Hiệp Đầu	0	103	30297	30	40000	0	200	25;17					31349	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	25	0					
Hào Hiệp Đầu	0	103	30298	30	40000	0	200	25;17					31350	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	25	0					
Hào Hiệp Đầu	0	103	30299	30	40000	0	200	23;23					31351	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	26	0					
Hào Hiệp Đầu	0	103	30300	30	40000	0	200	23;23					31352	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	26	0					
Hào Hiệp Đầu	0	103	30301	30	40000	0	200	23;23					31353	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	26	0					
Hào Hiệp Đầu	0	103	30302	30	40000	0	200	23;23					31354	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	26	0					
Hào Hiệp Đầu	0	103	30303	30	40000	0	200	23;23					31355	690	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_026a1.spr	\image\item\cap\m1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	±ờìẳÄéºÀẽÀạÚ	Đã khóa		10	4	1	27	0					
Hào Hiệp Đầu	0	103	30304	30	40000	0	200	23;23					31356	690	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_026a1.spr	\image\item\cap\m2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	¿ýẻàÄéºÀẽÀạÚ	Đã khóa		10	4	1	27	0					
Hào Hiệp Đầu	0	103	30305	30	40000	0	200	23;23					31357	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	27	0					
Hào Hiệp Đầu	0	103	30306	30	40000	0	200	23;23					31358	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	27	0					
Hào Hiệp Đầu	0	103	30307	30	40000	0	200	23;23					31359	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	29	0					
Hào Hiệp Đầu	0	103	30308	30	40000	0	200	23;23					31360	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	29	0					
Hào Hiệp Đầu	0	103	30309	30	40000	0	200	23;23					31361	690	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_026a1.spr	\image\item\cap\f2_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	éễáéÅđºÀẽÀụÂ	Đã khóa		10	4	1	30	0					
Hào Hiệp Đầu	0	103	30310	30	40000	0	200	23;23					31362	690	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_026a1.spr	\image\item\cap\f1_hd_026a0.spr	Ta có Hào Hiệp, uy trấn tứ phương.	ẵ¿éĂÅđºÀẽÀụÂ	Đã khóa		10	4	1	30	0					
Tống_Hỏa Phụng Tướng Quân Khôi	0	103	30311	30	40000	0	200	25;17					31556	690	1	1	Tân thủ không thể dùng	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã36.spr	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã120.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Chiến Khôi <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"	±ờìẳÄéằðãùẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tống_Hỏa Phụng Tướng Quân Khôi	0	103	30312	30	40000	0	200	25;17					31557	690	1	2	Tân thủ không thể dùng	\image\item\cap\ằðãùẵôắỹì³ÄéÍã36.spr	\image\item\cap\ằðãùẵôắỹì³ÄéÍã120.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Chiến Khôi <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"	¿ýẻàÄéằðãùẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tống_Hỏa Phụng Tướng Quân Khôi	0	103	30313	30	40000	0	200	25;17					31558	690	1	1	Tân thủ không thể dùng	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã36.spr	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã120.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Chiến Khôi <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"	±ờìẳÄéằðãùẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tống_Hỏa Phụng Tướng Quân Khôi	0	103	30314	30	40000	0	200	25;17					31559	690	1	2	Tân thủ không thể dùng	\image\item\cap\ằðãùẵôắỹì³ÄéÍã36.spr	\image\item\cap\ằðãùẵôắỹì³ÄéÍã120.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Chiến Khôi <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"	¿ýẻàÄéằðãùẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tống_Hỏa Phụng Tướng Quân Khôi	0	103	30315	30	40000	0	200	17;25					31560	690	1	1	Tân thủ không thể dùng	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã36.spr	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã120.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Chiến Khôi <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"	±ờìẳÄéằðãùẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tống_Hỏa Phụng Tướng Quân Khôi	0	103	30316	30	40000	0	200	17;25					31561	690	1	2	Tân thủ không thể dùng	\image\item\cap\ằðãùẵôắỹì³ÄéÍã36.spr	\image\item\cap\ằðãùẵôắỹì³ÄéÍã120.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Chiến Khôi <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"	¿ýẻàÄéằðãùẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tống_Hỏa Phụng Tướng Quân Khôi	0	103	30317	30	40000	0	200	23;23					31562	690	1	1	Tân thủ không thể dùng	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã36.spr	\image\item\cap\ằðãùẵôắỹ±ờÄéÍã120.spr	"Tứ Linh Thần-Hỏa Phụng ban cho Chiến Khôi <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 3,000,000)"	±ờìẳÄéằðãùẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
