Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu 2	Lưu 3
Phối thạch cấp 3 (nội lực áo)	2	21	2168	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 7 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (nội lực áo)	2	21	2169	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 9 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (nội lực áo)	2	21	2170	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 11 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (nội lực áo)	2	21	2171	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 13 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 7 (nội lực áo)	2	21	2172	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 15 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (nội lực nón)	2	21	2173	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 3 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (nội lực nón)	2	21	2174	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 5 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (nội lực nón)	2	21	2175	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 7 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (nội lực nón)	2	21	2176	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 9 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (nội lực nón)	2	21	2177	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 11 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (nội lực nón)	2	21	2178	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 13 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 7 (nội lực nón)	2	21	2179	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 15 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (nội lực hạ y)	2	21	2180	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 3 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (nội lực hạ y)	2	21	2181	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 5 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (nội lực hạ y)	2	21	2182	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 7 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (nội lực hạ y)	2	21	2183	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 9 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (nội lực hạ y)	2	21	2184	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 11 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (nội lực hạ y)	2	21	2185	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 13 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 7 (nội lực hạ y)	2	21	2186	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, nội lực tăng 15 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (né tránh)	2	21	2187	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, né tránh tăng 2 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (né tránh)	2	21	2188	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, né tránh tăng 4 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (né tránh)	2	21	2189	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, né tránh tăng 6 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (né tránh)	2	21	2190	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, né tránh tăng 8 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (né tránh)	2	21	2191	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, né tránh tăng 10 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (hỗ trợ t.công nón)	2	21	2192	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 5 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (hỗ trợ t.công nón)	2	21	2193	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 1 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (hỗ trợ t.công nón)	2	21	2194	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 15 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (hỗ trợ t.công nón)	2	21	2195	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 20 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (hỗ trợ t.công nón)	2	21	2196	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 25 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (hỗ trợ t.công nón)	2	21	2197	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 30 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 7 (hỗ trợ t.công nón)	2	21	2198	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 35 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (hỗ trợ t.công áo)	2	21	2199	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 5 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (hỗ trợ t.công áo)	2	21	2200	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 1 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (hỗ trợ t.công áo)	2	21	2201	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 15 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (hỗ trợ t.công áo)	2	21	2202	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 20 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (hỗ trợ t.công áo)	2	21	2203	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 25 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (hỗ trợ t.công áo)	2	21	2204	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 30 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 7 (hỗ trợ t.công áo)	2	21	2205	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 35 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (hỗ trợ t.công hạ y)	2	21	2206	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 5 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (hỗ trợ t.công hạ y)	2	21	2207	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 1 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (hỗ trợ t.công hạ y)	2	21	2208	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 15 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (hỗ trợ t.công hạ y)	2	21	2209	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 20 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (hỗ trợ t.công hạ y)	2	21	2210	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 25 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (hỗ trợ t.công hạ y)	2	21	2211	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 30 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 7 (hỗ trợ t.công hạ y)	2	21	2212	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ tấn công kéo dài 35 (Hạ y), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (hỗ trợ p.thủ nón)	2	21	2213	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 5 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (hỗ trợ p.thủ nón)	2	21	2214	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 1 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (hỗ trợ p.thủ nón)	2	21	2215	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 15 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (hỗ trợ p.thủ nón)	2	21	2216	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 20 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (hỗ trợ p.thủ nón)	2	21	2217	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 25 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (hỗ trợ p.thủ nón)	2	21	2218	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 30 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 7 (hỗ trợ p.thủ nón)	2	21	2219	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 35 (Nón), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 1 (hỗ trợ p.thủ áo)	2	21	2220	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 5 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 2 (hỗ trợ p.thủ áo)	2	21	2221	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 1 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 3 (hỗ trợ p.thủ áo)	2	21	2222	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 15 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 4 (hỗ trợ p.thủ áo)	2	21	2223	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 20 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 5 (hỗ trợ p.thủ áo)	2	21	2224	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 25 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
Phối thạch cấp 6 (hỗ trợ p.thủ áo)	2	21	2225	1	0	1												\image\item\other\ệéẳảÅọãẵa1.spr	\image\item\other\ệéẳảÅọãẵa0.spr	Ghi chép Tiên cấp linh thạch, hỗ trợ phòng thủ kéo dài 30 (Y phục), điểm thuộc tính có thay đổi		Thần bí	\script\item\lingshipeifang.lua	1	0	0		
